Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore,Sum1,Sum2
S460,M,Proficient,3,7,3,7,3,3,3,2,1,2,1,1,1,2,1,0,1,1,8,1,1,4,2,6,1,8,11,0,0,91.29,A,0.5,0.5,0.5,0.5,0.5,0.42,0.39,0.5,0.3,0,0.35,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.39,84,11.8
S461,F,Intermediate,7,3,5,4,4,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,6,4,2,3,1,1,4,1,3,98,A,0.5,0.5,0.06,0.5,0.5,0.39,0.49,0.5,0.48,0.12,0.47,0.42,0.44,0.44,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.5,0.45,0.5,0.47,71,13.19
S462,M,Proficient,3,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,5,4,2,7,7,5,14,11,97.64,A,0.5,0.49,0.5,0.45,0.5,0.42,0.45,0.5,0.4,0.5,0.39,0.5,0.4,0,0.5,0.46,0.5,0.44,0.5,0.45,0.5,0.45,0.48,0.5,0.49,0.5,0.46,0.5,0.41,92,13.14
S463,M,Expert,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,4,5,0,2,4,0,3,0,3,0,93.56,A,0.5,0.39,0,0.41,0.5,0.5,0.39,0,0.48,0.5,0.43,0,0,0.03,0.45,0.33,0.5,0.43,0.5,0.34,0.5,0.37,0.38,0,0,0.26,0.45,0.3,0.25,39,9.19
S464,M,Proficient,4,2,3,1,3,1,1,2,1,1,0,0,1,2,1,1,3,4,12,2,5,3,6,5,2,0,1,0,2,98.22,A,0.5,0.49,0.5,0.3,0,0,0,0,0.34,0,0.45,0.5,0.34,0.27,0.5,0.45,0.5,0.43,0.5,0.48,0.5,0.45,0.05,0.5,0.45,0.5,0.45,0.5,0.39,69,10.34
S465,M,Intermediate,2,7,3,4,2,1,2,3,2,1,1,3,3,4,0,0,1,7,15,8,11,0,4,7,0,0,0,0,0,68.75,D,0.5,0.47,0,0.46,0,0.32,0.5,0,0.28,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.38,0.45,0.18,0.25,0.46,0,0.45,0.33,0.5,0.5,0.41,91,8.94
S466,M,Intermediate,7,4,3,1,1,0,2,0,1,0,0,1,1,0,0,0,2,1,6,0,0,0,0,5,0,0,1,0,0,88.36,B,0.5,0.5,0,0,0,0,0.33,0.44,0.28,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0.16,0.36,36,5.07
S001_21,F,Novice,5,4,8,4,6,3,4,3,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,4,4,1,1,1,1,56.11,E,0.5,0.5,0.5,0.5,0.35,0.5,0.5,0.5,0.49,0,0.5,0.5,0.5,0.29,0.47,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.21,0.5,0.48,0.33,68,13.02
S002_21,M,Proficient,3,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6,1,1,1,11,0,1,3,1,0,0,0,60.18,D,0.5,0.5,0.5,0.46,0.5,0.5,0.44,0.5,0.5,0.5,0.45,0.42,0.36,0.47,0.5,0.5,0.5,0.44,0.5,0.45,0.5,0.4,0.4,0.5,0.5,0.5,0.48,0.5,0.49,46,13.76
S003_21,F,Proficient,3,10,4,5,3,2,2,2,3,6,8,3,2,3,2,1,1,6,2,1,14,12,18,11,9,3,2,4,11,86.53,B,0.5,0.5,0.5,0.49,0.5,0.49,0.49,0.5,0.43,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.37,0.5,0.5,0.5,0.43,0.48,0.5,0.49,0.5,0.5,0.5,0.5,153,14.08
S004_21,F,Novice,3,1,1,2,2,3,1,2,2,2,1,1,1,1,0,0,1,1,1,3,6,0,0,0,0,0,2,0,0,49.87,F,0.5,0.5,0.5,0.5,0.5,0.48,0.45,0.5,0.48,0.5,0.44,0.5,0.47,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37,14.2
S006_21,M,Intermediate,2,3,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,19,2,6,1,5,4,3,1,2,1,4,9,97.87,A,0.5,0.5,0.5,0.47,0.5,0.27,0.42,0.5,0.44,0.5,0.45,0.5,0.39,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.45,0.48,0.44,0.5,0.43,0.5,0.36,81,13.49
S007_21,M,Intermediate,2,3,4,6,2,3,3,1,3,3,1,0,2,1,0,3,1,2,1,9,6,3,5,2,7,1,2,3,7,98.73,A,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.49,0.5,0.48,0.45,0.45,0.46,0.48,0.5,0.5,0.5,0.5,0.48,0.5,0.5,86,13.29
S008_21,F,Novice,1,2,4,3,3,2,2,2,2,1,1,3,1,2,1,2,1,1,4,12,2,6,6,1,3,5,2,1,5,98.7,A,0.5,0.5,0.5,0.49,0.5,0.44,0.5,0.5,0.48,0.5,0.45,0.31,0.49,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.46,81,14.06
S009_21,M,Proficient,2,2,2,3,4,2,2,3,2,1,2,1,1,1,1,1,1,1,2,9,3,4,1,1,2,2,4,3,0,99.7,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.46,0.5,0.5,0.5,0.5,0.45,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.48,0.5,0.5,0.5,63,14.29
S010_21,M,Intermediate,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,0,0,0,0,0,7.65,F,0.5,0.49,0.5,0.48,0.5,0.49,0.46,0.44,0.41,0.5,0.5,0.17,0.45,0.34,0.5,0.5,0.5,0.43,0.5,0.4,0.5,0.47,0.38,0.5,0.5,0.5,0.5,0.5,0.5,14,13.41
S011_21,M,Proficient,1,1,0,1,0,1,2,0,0,0,1,3,1,1,1,1,1,1,0,4,6,17,1,3,3,1,1,1,0,94.38,A,0.5,0.5,0.22,0,0,0.43,0.5,0.5,0.46,0.03,0.43,0,0.26,0.44,0.5,0,0,0,0.33,0.25,0.35,0,0.46,0.48,0.5,0,0,0.21,0,53,7.35
S012_21,F,-,6,4,4,4,2,4,2,3,2,3,2,4,3,2,2,4,1,1,2,4,2,4,8,3,7,1,3,4,8,79.65,C,0.5,0.5,0.5,0.5,0.5,0.46,0.43,0.44,0.5,0.5,0.48,0.5,0.5,0.39,0.5,0.5,0.5,0.45,0.43,0.48,0,0.48,0.48,0.48,0.5,0.5,0.5,0.5,0.45,99,13.45
S013_21,M,Beginner,3,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,3,3,5,12,2,3,1,1,3,4,96.81,A,0.5,0.5,0.5,0.49,0.5,0.44,0.47,0.5,0.4,0.5,0.45,0.47,0.16,0.39,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.48,0.45,0.5,0.49,0.5,0.5,0.5,0.46,66,13.63
S014_21,F,Novice,1,0,2,1,2,1,1,2,1,3,2,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,28.14,F,0.5,0.5,0.5,0.5,0.5,0.43,0,0.5,0.4,0.5,0.43,0.5,0.38,0.49,0.5,0.46,0.5,0.44,0.5,0.45,0.5,0.48,0.45,0.5,0.5,0.5,0.5,0.5,0.45,25,13.36
S015_21,F,Beginner,1,3,2,3,2,4,1,1,1,1,1,2,1,0,1,1,1,3,1,2,1,2,1,2,1,1,2,0,1,91.49,A,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.47,0,0.45,0.28,0.3,0.35,0.5,0.49,0.5,0.41,0.5,0.48,0.5,0.45,0.48,0.5,0.49,0.02,0.48,0.5,0.48,43,12.57
S016_21,M,Proficient,3,2,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,4,1,1,1,1,1,1,3,0,1,1,0,89.67,B,0.5,0.5,0.28,0.47,0.38,0.44,0.49,0.44,0.45,0.33,0.39,0,0.37,0.45,0.5,0.5,0.48,0.43,0.33,0.39,0.43,0.48,0.47,0.4,0.49,0.29,0.42,0.25,0.5,35,11.85
S017_21,M,Beginner,3,7,3,3,2,3,2,1,1,4,2,2,1,1,1,1,1,12,7,8,3,11,13,6,5,2,2,5,8,97.35,A,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.47,0.46,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.45,0.5,0.5,0.49,0.5,0.48,0.5,0.48,120,14.21
S018_21,F,Novice,3,3,8,3,9,6,2,1,2,3,2,4,4,3,3,1,2,11,8,11,10,9,2,5,14,6,1,1,1,82.75,B,0.5,0.49,0.5,0.49,0.5,0.49,0.5,0.44,0.46,0.5,0.49,0.5,0.5,0.43,0.5,0.5,0.5,0.45,0.5,0.45,0.5,0.49,0.46,0.5,0.5,0.5,0.5,0.5,0.48,138,14.12
S019_21,M,Proficient,4,2,7,4,2,3,9,4,3,5,2,1,2,2,1,1,1,7,7,14,11,8,11,3,9,4,8,2,2,86.85,B,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.37,0.28,0.46,0.22,0.42,0.36,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.5,0.5,0.38,0.5,0.5,0.5,139,13.36
S020_21,F,Novice,1,7,3,5,1,8,3,4,3,5,3,1,2,1,2,1,1,1,4,1,4,5,14,7,10,5,2,2,3,95.23,A,0.5,0.39,0.5,0.45,0.5,0.5,0.49,0.5,0.49,0.5,0.3,0.5,0.47,0.46,0.5,0.45,0.47,0.49,0.5,0.45,0.47,0.45,0.47,0.5,0.5,0.5,0.5,0.5,0.45,109,13.75
S021_21,M,Intermediate,2,2,2,2,1,3,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,0,65.31,D,0.5,0.5,0.47,0.5,0.33,0.44,0.45,0.5,0.45,0,0.35,0,0.3,0.38,0.5,0.48,0,0.42,0.33,0.39,0.42,0.4,0.33,0.44,0.5,0.02,0.48,0.18,0.41,38,10.47
S022_21,M,Proficient,2,2,3,5,6,2,1,2,3,3,2,1,1,1,1,2,1,1,1,1,2,3,2,3,3,1,1,6,2,108.55,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.31,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.26,0.5,0.5,0.5,64,13.82
S023_21,M,Proficient,3,4,1,2,1,1,1,0,0,1,0,1,1,0,0,0,1,5,1,3,1,3,0,0,1,0,0,0,0,95.62,A,0.5,0.5,0.42,0.49,0,0.47,0.5,0.44,0.48,0,0.43,0,0.34,0.37,0.5,0.49,0.26,0.5,0.5,0.49,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.32,31,11.99
S024_21,M,Proficient,4,4,7,4,1,3,4,1,3,2,1,1,1,1,3,2,1,4,2,3,4,1,10,3,7,1,3,4,6,100.6,A,0.5,0.5,0.5,0.48,0.5,0.43,0.47,0.5,0.4,0.5,0.39,0.41,0.47,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91,13.89
S025_21,M,Intermediate,1,4,1,4,2,2,2,0,2,1,1,1,1,0,0,2,1,3,1,2,4,3,8,4,4,0,2,0,0,82.72,B,0.5,0.5,0.47,0.3,0,0.34,0.41,0.44,0.3,0,0,0,0,0.09,0.5,0.5,0.5,0.43,0.4,0.44,0.15,0.38,0.48,0.5,0.48,0.5,0,0.39,0.24,56,9.24
S026_21,F,Intermediate,2,2,5,5,5,3,2,3,3,2,3,3,2,3,2,1,1,2,4,4,8,5,7,5,4,3,2,1,2,90.5,A,0.5,0.5,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.36,0.5,0.25,0.49,0.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.33,0.5,0.5,0.49,94,13.6
S027_21,M,Intermediate,3,2,4,4,3,3,2,2,2,2,2,2,1,2,4,1,1,1,9,8,8,3,22,14,7,15,0,4,7,101.85,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,138,14.46
S028_21,M,Intermediate,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,3,3,1,3,3,105.9,A,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.44,0.5,0.44,0.5,0.49,0.39,0.5,0.48,0.38,0.45,0.5,0.46,0.5,0.5,0.46,0.5,0.5,0.5,0.48,0.29,0.47,52,13.68
S030_21,F,Expert,4,5,5,6,3,3,2,1,1,1,1,4,1,3,1,2,2,7,5,13,5,8,5,2,8,4,3,1,0,93.17,A,0.5,0.5,0.39,0.5,0.5,0.45,0.47,0.5,0.5,0.5,0.39,0.04,0.44,0.31,0.5,0.46,0.36,0.47,0.5,0.48,0.5,0.48,0.48,0.5,0.5,0.31,0.45,0.32,0.33,106,12.63
S031_21,M,Proficient,1,3,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,11,0,3,4,3,9,4,4,0,1,0,5,94.46,A,0.5,0.47,0.47,0.46,0,0.45,0.4,0.44,0.48,0,0.34,0.47,0.4,0,0.5,0.41,0.47,0.33,0.5,0.4,0.5,0.45,0.43,0.5,0.5,0.48,0.5,0.5,0.44,61,11.79
S032_21,F,-,3,3,0,1,1,1,1,1,5,3,1,1,1,0,0,0,1,4,1,0,8,9,0,3,9,1,1,0,0,77.65,C,0.5,0.5,0.22,0.29,0.03,0.26,0.19,0.5,0.28,0,0,0,0,0,0.5,0.5,0.45,0,0,0.1,0.4,0.26,0.28,0.48,0.36,0,0.36,0.18,0.42,59,7.06
S033_21,M,Intermediate,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,12,1,8,4,12,17,29,8,0,1,2,0,95.37,A,0.5,0.47,0.22,0.48,0,0.41,0.44,0.5,0.46,0.28,0.45,0,0.33,0,0.5,0.47,0.5,0.49,0.5,0.4,0.5,0.34,0.39,0.5,0.5,0.4,0.34,0.5,0.31,116,11.18
S034_21,M,Intermediate,4,2,3,2,1,1,1,2,2,1,1,1,3,1,0,0,1,2,2,2,1,1,2,2,1,0,1,1,0,96.31,A,0.5,0.5,0.5,0.48,0.35,0.5,0.43,0.44,0.44,0.5,0.45,0.5,0.5,0.41,0.5,0.49,0.5,0.48,0.5,0.5,0.47,0.45,0.5,0.42,0.5,0.38,0.48,0.5,0.5,41,13.67
S035_21,F,Beginner,2,4,4,3,2,2,2,1,1,2,1,1,1,1,0,0,1,2,3,19,10,5,6,3,11,0,0,0,0,89.31,B,0.5,0.5,0.36,0.38,0.5,0.46,0.45,0,0.45,0.5,0.46,0.5,0.47,0,0.5,0.5,0.5,0.5,0.5,0.5,0.41,0.34,0.48,0.5,0.5,0.5,0.5,0.5,0.34,87,12.6
S036_21,M,Novice,1,4,5,4,3,4,1,2,2,1,2,1,1,1,3,1,1,9,6,4,16,0,6,0,0,0,0,0,0,57.08,E,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.45,78,14.36
S037_21,F,Expert,1,2,3,3,1,2,1,1,3,1,2,1,1,1,1,2,1,3,1,5,1,3,5,6,3,1,2,2,4,108.4,A,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.47,0.4,0.5,0.46,0.5,0.48,0.5,0.48,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,63,14.2
S039_21,F,Novice,2,4,6,5,3,2,1,2,2,2,3,2,1,1,0,0,1,1,1,1,2,10,8,0,4,2,0,1,0,67.62,D,0.5,0.48,0.5,0.48,0.33,0.48,0.44,0.5,0.4,0.5,0.45,0,0.49,0.05,0.5,0.5,0.38,0.43,0.2,0.45,0.45,0.49,0.43,0.48,0.45,0.26,0.4,0,0.36,67,11.38
S040_21,M,Intermediate,3,4,3,1,2,4,2,2,3,3,2,4,4,3,3,7,1,3,4,11,13,7,8,7,6,3,2,3,5,78.19,C,0.5,0.47,0.5,0.4,0.5,0.42,0.39,0.5,0.46,0.5,0.4,0.5,0.42,0.29,0.5,0.49,0.5,0.45,0.5,0.5,0.5,0.4,0.46,0.5,0.5,0.5,0.45,0.5,0.5,123,13.5
S041_21,M,Proficient,0,2,2,3,1,1,1,1,3,2,1,2,1,1,1,1,0,1,1,8,1,2,7,1,4,1,2,2,6,98.9,A,0.5,0.47,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.48,0.5,0.48,59,14.27
S043_21,F,Intermediate,2,2,3,4,6,3,1,0,0,0,0,0,0,0,0,0,1,2,4,1,3,0,0,0,0,0,0,0,0,8.86,F,0.5,0.5,0,0.36,0,0.15,0,0,0.23,0,0.33,0,0,0,0.5,0.5,0.5,0.45,0.5,0.49,0.5,0.44,0.49,0,0.5,0,0.31,0,0.22,32,7.47
S044_21,F,-,3,0,8,5,0,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,61.81,D,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.49,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32,14.37
S045_21,F,-,0,3,6,4,3,7,3,3,2,2,4,3,3,2,3,1,1,3,1,10,2,4,9,5,2,1,2,7,8,95,A,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.36,0.5,0.5,0.5,104,14.19
S046_21,M,Expert,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,101.59,A,0,0.48,0.36,0.45,0.5,0.47,0.45,0.5,0.45,0.36,0.5,0.28,0.45,0.45,0.33,0.48,0.5,0.45,0.5,0.48,0.5,0.45,0.49,0.5,0.48,0.48,0.44,0.45,0.47,27,12.7
S047_21,M,Proficient,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,4,2,1,3,1,4,4,0,96.7,A,0.5,0.5,0.5,0.46,0.5,0.5,0.44,0.44,0.49,0.28,0.43,0,0.44,0.34,0.5,0.45,0.5,0.41,0.5,0.45,0.5,0.49,0.49,0.5,0.5,0.5,0.48,0.5,0.45,46,13.04
S048_21,F,Proficient,3,4,4,4,4,3,1,1,2,1,2,1,3,1,7,1,1,2,1,0,1,1,0,1,4,1,2,0,1,85.69,B,0.5,0.5,0.5,0.45,0.5,0.44,0.45,0.5,0.44,0.5,0.43,0.5,0.4,0.19,0.5,0.48,0.5,0.44,0.5,0.35,0.5,0.45,0.4,0.5,0.49,0.5,0.4,0.5,0.33,57,13.14
S049_21,F,Proficient,3,4,3,3,3,4,4,2,3,1,3,2,2,4,2,1,4,2,1,3,4,8,1,1,6,1,1,1,1,89.3,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.31,0.5,0.42,0.45,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.48,78,14.06
S050_21,M,Novice,4,11,2,1,2,0,3,3,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18.24,F,0.5,0.5,0,0.35,0.38,0.38,0.36,0.5,0.42,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.45,0.32,0.48,0.45,0.5,0.5,0.4,0.5,0.5,0.28,33,10.27
S053_21,F,Novice,0,5,1,1,2,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,0,1,1,0,54.5,E,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.46,0.38,0.48,0.5,0.46,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.45,0.5,0.3,0.5,42,13.94
S054_21,M,Intermediate,4,6,4,2,3,5,3,1,5,1,1,1,1,1,1,1,1,2,1,2,3,4,3,3,6,2,1,1,2,96.41,A,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.31,0.49,0.34,0.42,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,71,13.93
S055_21,F,Novice,3,1,1,2,1,1,3,3,2,3,1,3,1,1,3,1,1,5,1,1,2,1,7,4,5,1,1,1,1,67.75,D,0.5,0.5,0.5,0.48,0.5,0.46,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.42,0.5,0.4,0.41,0.43,0.5,0.45,0.5,0.5,0.49,0.5,0.49,0.5,0.46,0.5,0.37,61,13.81
S056_21,M,Beginner,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,9,1,10,1,3,13,3,1,2,0,4,6,91.71,A,0.5,0.47,0.5,0.4,0.5,0.43,0.41,0.44,0.34,0.5,0.4,0.5,0.24,0.36,0.5,0.48,0.5,0.35,0.5,0.33,0.5,0.45,0.45,0.48,0.44,0.5,0.48,0.5,0.4,68,12.85
S058_21,M,Proficient,2,3,3,3,2,1,1,1,3,1,2,2,1,1,2,1,1,3,2,7,3,3,2,5,2,3,3,1,7,99.35,A,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.45,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.45,0.5,0.5,0.5,0.5,0.5,0.5,71,14.12
S059_21,M,Beginner,2,3,1,1,2,1,1,1,2,0,0,0,0,0,0,0,1,7,3,0,1,15,7,3,0,0,0,0,0,29.85,F,0.5,0.49,0.5,0.36,0.5,0.42,0,0.5,0.44,0.25,0.33,0.33,0.42,0,0.5,0.49,0.5,0.41,0.42,0.45,0.21,0.39,0.34,0.48,0.5,0.33,0.49,0.5,0.49,51,11.54
S060_21,M,Proficient,4,5,5,4,2,1,2,3,3,2,3,1,1,1,1,1,2,6,3,3,8,2,2,2,11,3,1,1,7,101.95,A,0.5,0.5,0.39,0.45,0.03,0.45,0.38,0.44,0.42,0.5,0.5,0.12,0.21,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.21,0.47,90,12.35
S061_21,F,Novice,7,1,7,1,3,3,5,3,4,1,4,1,2,1,1,1,1,13,12,2,3,44,2,1,1,5,1,1,2,82.35,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.42,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,133,14.4
S062_21,M,Novice,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,0,4,1,0,2,0,0,72.12,C,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.5,0.47,0.5,0.5,0.5,0.47,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,46,14.37
S064_21,M,Beginner,2,2,2,1,1,3,1,1,1,1,4,1,1,3,1,1,4,5,13,8,3,5,6,3,9,4,3,5,12,80.15,B,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.41,0.5,0.44,0.5,0.5,0.5,0.5,0.49,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,106,14.27
S065_21,M,Beginner,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,7,11,7,8,0,0,1,0,91.72,A,0.5,0.48,0.22,0.49,0,0.36,0.5,0,0.16,0.28,0.4,0,0.1,0,0.14,0.5,0.5,0.49,0.27,0.4,0.5,0.45,0.5,0.5,0.5,0.5,0.45,0.39,0.43,58,10.01
S066_21,F,Intermediate,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,6,6,1,1,2,2,2,99.8,A,0.5,0.5,0.5,0.5,0.5,0.46,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.48,53,14.24
S067_21,M,Intermediate,2,4,4,1,1,4,3,1,2,2,2,2,1,1,1,1,1,1,1,1,8,5,6,7,5,3,1,3,0,84.2,B,0.5,0.5,0.5,0.46,0.33,0.43,0.45,0.5,0.48,0.5,0.48,0,0.34,0.4,0.5,0.49,0.5,0.45,0.5,0.48,0.46,0.5,0.48,0.5,0.5,0.5,0.45,0.21,0.43,74,12.82
S068_21,M,Proficient,0,1,6,4,4,1,1,1,1,1,1,1,1,2,1,0,1,3,3,3,6,8,14,24,4,4,3,5,22,95.73,A,0.5,0.48,0.5,0.37,0.5,0.39,0.27,0.44,0.42,0.5,0.45,0.44,0.39,0.16,0.5,0.5,0.5,0.5,0.41,0.5,0.45,0.48,0.45,0.5,0.5,0.5,0.41,0.5,0.37,126,12.88
S069_21,M,Expert,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,7,20,2,8,1,3,2,5,106.85,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,80,14.46
